t_date,t_amount,t_desc,t_balance
23/11/2019,-7,COLES EXPRESS 6976 GLEN WAVERLEY AU Tap and Pay xx4477 Value Date: 21/11/2019,894.6
22/11/2019,300,POS 43424400 22 NOV,901.6
22/11/2019,-1079.98,COSTCO WHOLESALE AUSTR EPPING AU,601.6
22/11/2019,-297.99,OFFICEWORKS 0307 PRESTON AU,1681.58
22/11/2019,-20.7,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx4477 Value Date: 19/11/2019,1979.57
22/11/2019,-7.96,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx4477 Value Date: 19/11/2019,2000.27
22/11/2019,-76.99,ADOBE CREATIVE CLOUD 1800614863 IE Card xx8833 AUD 76.99 Value Date: 19/11/2019,2008.23
21/11/2019,280,POS 43424400 21 NOV,2085.22
21/11/2019,-10.99,Direct Debit 279234 PAYPAL AUSTRALIA 1007202542761,1805.22
21/11/2019,-500,Transfer to xx4217 NetBank,1816.21
21/11/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2316.21
21/11/2019,-21.81,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx4477 Value Date: 18/11/2019,1263.33
20/11/2019,360,POS 43424400 20 NOV,1285.14
20/11/2019,-98.35,Direct Debit 279234 PAYPAL AUSTRALIA 1007195693615,925.14
20/11/2019,-300,LATITUDE GEM VISA NetBank BPAY 154799 6010732002049206 Gem Visa,1023.49
20/11/2019,500,Transfer From LION PUMPING LION PUMPING,1323.49
20/11/2019,-36,COLES 7786 LALOR AU Tap and Pay xx4477 Value Date: 18/11/2019,823.49
19/11/2019,-39.31,Direct Debit 062246 CommInsure 8260620--138530576,859.49
19/11/2019,-241.3,Jaycar Electronics Thomastown AU,898.8
19/11/2019,-570.9,Transfer to CBA A/c NetBank Danibel Supplier,1140.1
19/11/2019,-12.58,PADRINO IGA PLUS LIQ THOMASTOWN AU Tap and Pay xx4477 Value Date: 14/11/2019,1711
19/11/2019,-69.03,BUNNINGS 492000 EPPING AU Tap and Pay xx4477 Value Date: 14/11/2019,1723.58
19/11/2019,-51.39,BUNNINGS 492000 EPPING AU Tap and Pay xx4477 Value Date: 15/11/2019,1792.61
19/11/2019,-240,IKEA RICHMOND RICHMOND AU Tap and Pay xx4477 Value Date: 15/11/2019,1844
19/11/2019,-158.91,COLES 7786 LALOR AU Tap and Pay xx4477 Value Date: 17/11/2019,2084
19/11/2019,1052.88,Transfer From Lion Pumping Lion Pumping,2242.91
18/11/2019,140,POS 43424400 18 NOV,1190.03
17/11/2019,-12.98,COSTCO WHOLESALE AUSTR EPPING AU,1050.03
16/11/2019,350,POS 43424400 16 NOV,1063.01
16/11/2019,-400,Transfer to xx4217 NetBank,713.01
16/11/2019,-86,COSTCO FUEL EPPING EPPING AU,1113.01
16/11/2019,-73.89,IKEA RICHMOND RICHMOND AU Card xx8833 Value Date: 13/11/2019,1199.01
16/11/2019,-30,IKEA RICHMOND RICHMOND AU Card xx8833 Value Date: 13/11/2019,1272.9
16/11/2019,-243,OFFICEWORKS 0340 EPPING AU Tap and Pay xx4477 Value Date: 14/11/2019,1302.9
15/11/2019,-32.8,Direct Debit 279234 PAYPAL AUSTRALIA 1007147896201,1545.9
15/11/2019,-419.99,COSTCO WHOLESALE AUSTR EPPING AU,1578.7
15/11/2019,-24.6,COLES 0585 BUNDOORA AU,1998.69
15/11/2019,-100,Transfer to xx5005 CommBank app,2023.29
15/11/2019,60,Direct Credit 403697 AMEX GR 60.00 8032007957,2123.29
15/11/2019,-100,D O C CARLTON CARLTON AU Card xx8833 Value Date: 12/11/2019,2063.29
14/11/2019,100,POS 43424400 14 NOV,2163.29
14/11/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2063.29
13/11/2019,250,POS 43424400 13 NOV,1010.41
13/11/2019,-119.24,Direct Debit 122794 IINET TECHNOLOGI 19315061bb705f4,760.41
13/11/2019,-23.62,Direct Debit 279234 PAYPAL AUSTRALIA 1007123695321,879.65
13/11/2019,-30,SPOTLIGHT 113 MILL PARK AU Tap and Pay xx4477 Value Date: 10/11/2019,903.27
13/11/2019,-215.92,DAN MURPHYS 3865 EPPIN EPPING AU Tap and Pay xx4477 Value Date: 09/11/2019,933.27
12/11/2019,470,POS 43424400 12 NOV,1149.19
12/11/2019,-72.32,Direct Debit 068616 HOLLARD INSURANC HOLLAR2563855651,679.19
12/11/2019,-78,KMART 1391 RESERVOIR AU,751.51
12/11/2019,-1000,Transfer to xx4217 NetBank,829.51
12/11/2019,-21.44,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx4477 Value Date: 07/11/2019,1829.51
12/11/2019,-93.85,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx4477 Value Date: 07/11/2019,1850.95
12/11/2019,-45.9,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx4477 Value Date: 08/11/2019,1944.8
12/11/2019,-33.3,BUNNINGS 492000 EPPING AU Tap and Pay xx4477 Value Date: 08/11/2019,1990.7
12/11/2019,-59,BUNNINGS 492000 EPPING AU Tap and Pay xx4477 Value Date: 08/11/2019,2024
12/11/2019,-106.03,VODAFONE NORTH SYDNEY AU Card xx8833 Value Date: 08/11/2019,2083
12/11/2019,1052.88,Transfer From Lion Pumping Lion Pumping,2189.03
11/11/2019,-4.2,Direct Debit 279234 PAYPAL AUSTRALIA 1007104102760,1136.15
11/11/2019,-41,CENTRE COM SUNSHINE AU,1140.35
11/11/2019,-165,CENTRE COM SUNSHINE SUNSHINE AU,1181.35
11/11/2019,-1814,CENTRE COM SUNSHINE AU,1346.35
11/11/2019,2000,Transfer from CommBank app,3160.35
11/11/2019,-150,Transfer to xx5005 NetBank,1160.35
11/11/2019,-1000,Transfer to xx5005 NetBank,1310.35
10/11/2019,-156.56,COSTCO WHOLESALE AUSTR EPPING AU,2310.35
9/11/2019,440,POS 43424400 09 NOV,2466.91
8/11/2019,-98.56,BUNNINGS 689000 MILL PARK AU Tap and Pay xx4477 Value Date: 05/11/2019,2026.91
8/11/2019,-130.54,OFFICEWORKS 0340 EPPING AU Tap and Pay xx4477 Value Date: 06/11/2019,2125.47
7/11/2019,-1114.74,IKEA RICHMOND RICHMOND AU,2256.01
7/11/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,3370.75
7/11/2019,400,Transfer From Corvette Clinic inv011019c,2317.87
7/11/2019,-216,OFFICEWORKS 0340 EPPING AU,1917.87
6/11/2019,680,POS 43424400 06 NOV,2133.87
5/11/2019,-80.01,COSTCO FUEL EPPING EPPING AU,1453.87
5/11/2019,-104.87,HOLLARD INSURANCE ST LEONARDS AU Card xx7776 Value Date: 01/11/2019,1533.88
5/11/2019,-59,JB HI FI THOMASTOWN AU Card xx8833 Value Date: 31/10/2019,1638.75
5/11/2019,-72.48,OFFICEWORKS 0340 EPPING AU Tap and Pay xx4477 Value Date: 02/11/2019,1697.75
5/11/2019,-0.87,International Transaction Fee Value Date: 02/11/2019,1770.23
5/11/2019,-29.06,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/11/2019,1771.1
5/11/2019,1052.88,Transfer From Lion Pumping Lion Pumping,1800.16
4/11/2019,240,POS 43424400 04 NOV,747.28
4/11/2019,-10.59,Direct Debit 279234 PAYPAL AUSTRALIA 1007038257059,507.28
4/11/2019,-1.49,Direct Debit 279234 PAYPAL AUSTRALIA 1007025195673,517.87
4/11/2019,-40.21,Direct Debit 279234 PAYPAL AUSTRALIA 1007029624414,519.36
2/11/2019,120,POS 43424400 02 NOV,559.57
2/11/2019,-98.55,CBA MERCHANT FEE 5353109391629396 Value Date: 31/10/2019,439.57
2/11/2019,-19.98,BUNNINGS 371000 THOMASTOWN AU Card xx8833,538.12
2/11/2019,-569.99,COSTCO WHOLESALE AUSTR EPPING AU,558.1
1/11/2019,685,POS 43424400 01 NOV,1128.09
1/11/2019,-1850.2,Direct Debit 077380 DEFT PAYMENTS DEFT 28329598,443.09
1/11/2019,-200,Transfer to xx4217 NetBank,2293.29
1/11/2019,-76,COSTCO FUEL EPPING EPPING AU,2493.29
1/11/2019,-100,Transfer to xx5005 NetBank,2569.29
31/10/2019,-10.99,Direct Debit 279234 PAYPAL AUSTRALIA 1007010280846,2669.29
31/10/2019,-4.99,Direct Debit 279234 PAYPAL AUSTRALIA 1007010422263,2680.28
31/10/2019,410,POS 43424400 31 OCT,2685.27
31/10/2019,-478.5,Transfer to CBA A/c NetBank Danibel Supplier,2275.27
31/10/2019,-35.09,Direct Debit 062246 CommInsure 8260620--137717956,2753.77
31/10/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2788.86
31/10/2019,-150.2,COSTCO WHOLESALE AUSTR EPPING AU,1735.98
31/10/2019,-130.86,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 29/10/2019,1886.18
31/10/2019,-109.86,OPTUS BILLING SERVICES MACQUARIE PAR AU Card xx8833 Value Date: 29/10/2019,2017.04
31/10/2019,-131.88,DAN MURPHYS 3407 THOMA THOMASTOWN AU Tap and Pay xx4477 Value Date: 29/10/2019,2126.9
31/10/2019,-52.48,DAN MURPHYS 3407 THOMA THOMASTOWN AU Tap and Pay xx4477 Value Date: 29/10/2019,2258.78
31/10/2019,-149,AMART FURNITURE SOUTH MORANG AU Card xx7776 Value Date: 27/10/2019,2311.26
30/10/2019,500,Transfer From LION PUMPING LION PUMPING,2460.26
30/10/2019,-202.21,IKEA RICHMOND RICHMOND AU Tap and Pay xx4477 Value Date: 26/10/2019,1960.26
30/10/2019,-234.98,AMAZON MKTPLC AU SYDNEY SOUTH AU Card xx8833 Value Date: 26/10/2019,2162.47
29/10/2019,220,POS 43424400 29 OCT,2397.45
29/10/2019,-499,Direct Debit 279234 PAYPAL AUSTRALIA 1006993999313,2177.45
29/10/2019,-149.27,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,2676.45
29/10/2019,-16.2,WILSON PARKING 197 SOUTHBANK AU Card xx8833 Value Date: 24/10/2019,2825.72
29/10/2019,-209.93,INET LTD N SYDNEY AU Card xx8833 Value Date: 25/10/2019,2841.92
29/10/2019,1052.88,Transfer From Lion Pumping Lion Pumping,3051.85
28/10/2019,100,POS 43424400 28 OCT,1998.97
28/10/2019,-42.9,Direct Debit 279234 PAYPAL AUSTRALIA 1006969975353,1898.97
28/10/2019,-266,OFFICEWORKS 0340 EPPING AU,1941.87
26/10/2019,340,POS 43424400 26 OCT,2207.87
26/10/2019,-36.36,WWW.NETTVPLUS.COM A-3F4BB WWW.NETTVPLUS CY Card xx8833 AUD 36.36 Value Date: 23/10/2019,1867.87
25/10/2019,450,POS 43424400 25 OCT,1904.23
25/10/2019,-25.95,Direct Debit 279234 PAYPAL AUSTRALIA 1006958821096,1454.23
25/10/2019,-1000,Transfer to xx5005 NetBank,1480.18
25/10/2019,-580,Transfer to xx4217 NetBank,2480.18
25/10/2019,-474.07,EnergyAustralia Pty NetBank BPAY 97410 10035416593204 Electricity Shop,3060.18
24/10/2019,120,POS 43424400 24 OCT,3534.25
24/10/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,3414.25
24/10/2019,-80.01,COSTCO FUEL EPPING EPPING AU,2361.37
24/10/2019,-8.95,POST THOMASTOWN POSTTH THOMASTOWN AU Card xx7776 Value Date: 21/10/2019,2441.38
24/10/2019,-2,POST THOMASTOWN POSTTH THOMASTOWN AU Card xx7776 Value Date: 21/10/2019,2450.33
23/10/2019,-333,THE MEAT AND WINE CO S SOUTHBANK AU,2452.33
23/10/2019,-83.74,Direct Debit 279234 PAYPAL AUSTRALIA 1006940795020,2785.33
23/10/2019,750,Transfer from CBA NetBank SEO,2869.07
22/10/2019,420,POS 43424400 22 OCT,2119.07
22/10/2019,50,Sorry from CBA,1699.07
22/10/2019,-250,Transfer to xx5005 NetBank,1649.07
22/10/2019,-36.99,D'Amore Cellars Lalor AU Tap and Pay xx4477 Value Date: 18/10/2019,1899.07
22/10/2019,-76.99,ADOBE CREATIVE CLOUD 1800614863 IE Card xx8833 AUD 76.99 Value Date: 19/10/2019,1936.06
22/10/2019,1052.88,Transfer From Lion Pumping Lion Pumping,2013.05
21/10/2019,-330,Direct Debit 077380 DEFT PAYMENTS DEFT 28220838,960.17
21/10/2019,-120.99,Direct Debit 279234 PAYPAL AUSTRALIA 1006907165256,1290.17
21/10/2019,-80,BROADWAY COMPUTERS P RESERVOIR AU Card xx8833,1411.16
21/10/2019,-300,GEM VISA CARD NetBank BPAY 154799 6010732002049206,1491.16
21/10/2019,-580,Transfer to xx4217 NetBank,1791.16
21/10/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2371.16
19/10/2019,400,POS 43424400 19 OCT,1318.28
18/10/2019,130,POS 43424400 18 OCT,918.28
18/10/2019,-118.23,THOMASTOWN W3407 THOMASTOWN AU Card xx8833,788.28
18/10/2019,-1440,Transfer to xx5005 NetBank,906.51
18/10/2019,360,POS 43424400 17 OCT Value Date: 17/10/2019,2346.51
17/10/2019,-11.5,BUNNINGS 371000 THOMASTOWN AU Card xx8833,1986.51
17/10/2019,-230,BROADWAY COMPUTERS P RESERVOIR AU,1998.01
16/10/2019,320,POS 43424400 16 OCT,2228.01
16/10/2019,-14.95,Direct Debit 279234 PAYPAL AUSTRALIA 1006880367873,1908.01
15/10/2019,105,POS 43424400 15 OCT,1922.96
15/10/2019,-402.6,Transfer to CBA A/c NetBank Danibel Supplier,1817.96
15/10/2019,1052.88,Transfer From Lion Pumping Lion Pumping,2220.56
14/10/2019,200,POS 43424400 14 OCT,1167.68
14/10/2019,-72.32,Direct Debit 068616 HOLLARD INSURANC HOLLAR2541136267,967.68
14/10/2019,-55.51,Direct Debit 279234 PAYPAL AUSTRALIA 1006846096994,1040
14/10/2019,-22.21,Direct Debit 279234 PAYPAL AUSTRALIA 1006846275200,1095.51
14/10/2019,-116.34,Direct Debit 122794 IINET TECHNOLOGI 19284060d014f09,1117.72
14/10/2019,-130,COLES 7786 LALOR AU,1234.06
12/10/2019,480,POS 43424400 12 OCT,1364.06
12/10/2019,45,Transfer from GLENN CROCKER NetBank Glenn,884.06
12/10/2019,-154.22,COSTCO WHOLESALE AUSTR EPPING AU,839.06
12/10/2019,-16.3,MCDONALDS EPPING EPPING AU Card xx8833 Value Date: 08/10/2019,993.28
11/10/2019,150,POS 43424400 11 OCT,1009.58
11/10/2019,-1580,Transfer to xx4217 NetBank,859.58
11/10/2019,-99.5,YARRA CITY COUNCIL ABBOTSFORD AU Card xx8833 Value Date: 09/10/2019,2439.58
11/10/2019,-31.9,SWITZER FINANCIAL GROU SYDNEY AU Card xx8833 Value Date: 10/10/2019,2539.08
10/10/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2570.98
10/10/2019,-118,OFFICEWORKS 0340 EPPING AU,1518.1
10/10/2019,-736,OPSM 1032 EPPING AU,1636.1
10/10/2019,-157.3,FRESH START (VIC) PT MILL PARK AU Card xx8833 Value Date: 07/10/2019,2372.1
10/10/2019,-111.21,Vodafone Australia North Sydney AU Card xx8833 Value Date: 07/10/2019,2529.4
9/10/2019,440,POS 43424400 09 OCT,2640.61
9/10/2019,-26.95,Direct Debit 279234 PAYPAL AUSTRALIA 1006821823725,2200.61
9/10/2019,-22.9,Direct Debit 279234 PAYPAL AUSTRALIA 1006821833644,2227.56
9/10/2019,-2.7,Direct Debit 279234 PAYPAL AUSTRALIA 1006821823615,2250.46
9/10/2019,-4.26,Direct Debit 279234 PAYPAL AUSTRALIA 1006819889239,2253.16
9/10/2019,-500,GEM VISA CARD NetBank BPAY 154799 6010732002049206,2257.42
9/10/2019,-45.85,The Cheesecake Shop Epping AU Card xx7776 Value Date: 07/10/2019,2757.42
8/10/2019,280,POS 43424400 08 OCT,2803.27
8/10/2019,-80.98,D'Amore Cellars Lalor AU,2523.27
8/10/2019,-40.01,COSTCO WHOLESALE AUSTR EPPING AU,2604.25
8/10/2019,-1000,Transfer to xx5005 NetBank,2644.26
8/10/2019,1052.88,Transfer From Lion Pumping Lion Pumping,3644.26
7/10/2019,170,POS 43424400 07 OCT,2591.38
7/10/2019,-10.99,Direct Debit 279234 PAYPAL AUSTRALIA 1006784907029,2421.38
7/10/2019,1052.88,Transfer From Lion Pumping For last week 1/10/19,2432.37
7/10/2019,-31.45,Jaycar Electronics Thomastown AU,1379.49
5/10/2019,270,POS 43424400 05 OCT,1410.94
5/10/2019,-103.94,COSTCO WHOLESALE AUSTR EPPING AU,1140.94
5/10/2019,-1000,Transfer to xx5005 NetBank,1244.88
5/10/2019,-580,Transfer to xx4217 NetBank,2244.88
5/10/2019,-40,OZTELL SYDNEY AU Card xx8833 Value Date: 02/10/2019,2824.88
5/10/2019,-0.9,International Transaction Fee Value Date: 02/10/2019,2864.88
5/10/2019,-29.99,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/10/2019,2865.78
4/10/2019,455,POS 43424400 04 OCT,2895.77
4/10/2019,-217.12,COSTCO WHOLESALE AUSTR EPPING AU,2440.77
4/10/2019,-104.87,HOLLARD INSURANCE CHATSWOOD AU Card xx7776 Value Date: 01/10/2019,2657.89
3/10/2019,310,POS 43424400 03 OCT,2762.76
3/10/2019,-10.93,Direct Debit 279234 PAYPAL AUSTRALIA 1006766040568,2452.76
3/10/2019,-500,GEM VISA CARD NetBank BPAY 154799 6010732002049206,2463.69
3/10/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2963.69
3/10/2019,-58,OFFICEWORKS 0340 EPPING AU,1910.81
3/10/2019,-283.6,VIC ROADS BUNDOORA BUNDOORA AU Card xx7776 Value Date: 30/09/2019,1968.81
2/10/2019,240,POS 43424400 02 OCT,2252.41
2/10/2019,-1.49,Direct Debit 279234 PAYPAL AUSTRALIA 1006753340930,2012.41
2/10/2019,-90,CBA MERCHANT FEE 5353109391629396 Value Date: 30/09/2019,2013.9
2/10/2019,-80,COSTCO WHOLESALE AUSTR EPPING AU,2103.9
1/10/2019,200,POS 43424400 01 OCT,2183.9
1/10/2019,-447.7,Transfer to CBA A/c NetBank Danibel Supplier,1983.9
1/10/2019,-75.5,SQ *J&T VASILEVSKI Preston AU Card xx8833 Value Date: 26/09/2019,2431.6
1/10/2019,-139.46,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 27/09/2019,2507.1
1/10/2019,-165,MARK TRUONG PRESTON AU Card xx8833 Value Date: 26/09/2019,2646.56
1/10/2019,-200.63,OPTUS BILLING SERVICES MACQUARIE PAR AU Card xx8833 Value Date: 27/09/2019,2811.56
1/10/2019,-147,OFFICEWORKS 0340 EPPING AU Tap and Pay xx4477 Value Date: 28/09/2019,3012.19
30/09/2019,140,POS 43424400 30 SEP,3159.19
30/09/2019,-149.27,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,3019.19
30/09/2019,-8.95,Direct Debit 279234 PAYPAL AUSTRALIA 1006720444335,3168.46
30/09/2019,-8,Direct Debit 279234 PAYPAL AUSTRALIA 1006720414481,3177.41
30/09/2019,-29.99,Direct Debit 279234 PAYPAL AUSTRALIA 1006728264682,3185.41
30/09/2019,750,Transfer from CBA NetBank Hallett,3215.4
30/09/2019,-1430,Aston.Commercial NetBank BPAY 81273 10165207 Rent and Rates,2465.4
29/09/2019,-127.8,INDUSTRIE CLOTHING P BUNDOORA AU,3895.4
29/09/2019,-90,STRANDBAGS 148 BUNDOORA AU Card xx8833,4023.2
29/09/2019,-20,UNITED PRESTON STH PRESTON SOUT AU,4113.2
28/09/2019,530,POS 43424400 28 SEP,4133.2
28/09/2019,-39.9,ALDI STORES - EPPING EPPING AU,3603.2
28/09/2019,-190.93,COSTCO WHOLESALE AUSTR EPPING AU,3643.1
28/09/2019,-200,Transfer to xx5005 CommBank app,3834.03
27/09/2019,190,POS 43424400 27 SEP,4034.03
27/09/2019,1052.88,Direct Credit 141000 LION PUMPING LION PUMPING,3844.03
27/09/2019,-580,Transfer to xx4217 NetBank,2791.15
26/09/2019,340,POS 43424400 26 SEP,3371.15
26/09/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,3031.15
26/09/2019,-85,BROADWAY COMPUTERS P RESERVOIR AU Card xx8833,1978.27
25/09/2019,175,POS 43424400 25 SEP,2063.27
25/09/2019,-56.9,Direct Debit 279234 PAYPAL AUSTRALIA 1006688040657,1888.27
24/09/2019,350,POS 43424400 24 SEP,1945.17
24/09/2019,-13.19,Direct Debit 279234 PAYPAL AUSTRALIA 1006679972683,1595.17
24/09/2019,-17.05,MCDONALDS THOMASTWNII THOMASTOWN AU Card xx8833 Value Date: 18/09/2019,1608.36
24/09/2019,-76.99,ADOBE CREATIVE CLOUD 1800614863 IE Card xx8833 AUD 76.99 Value Date: 19/09/2019,1625.41
23/09/2019,-84.73,Direct Debit 279234 PAYPAL AUSTRALIA 1006676864633,1702.4
21/09/2019,510,POS 43424400 21 SEP,1787.13
20/09/2019,90,POS 43424400 20 SEP,1277.13
20/09/2019,-79.79,Direct Debit 279234 PAYPAL AUSTRALIA 1006647615132,1187.13
20/09/2019,-709.5,Transfer to CBA A/c NetBank Danibel Supplier,1266.92
19/09/2019,150,POS 43424400 19 SEP,1976.42
19/09/2019,-49,Direct Debit 279234 PAYPAL AUSTRALIA 1006646321135,1826.42
19/09/2019,-500,Transfer to xx5005 NetBank,1875.42
19/09/2019,-580,Transfer to xx4217 NetBank,2375.42
19/09/2019,1052.88,Transfer From LION PUMP DIGI LION PUMP DIGI,2955.42
19/09/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1902.54
19/09/2019,-90.52,BUNNINGS 689000 MILL PARK AU Tap and Pay xx4477 Value Date: 16/09/2019,849.66
18/09/2019,-35.09,Direct Debit 062246 CommInsure 8260620--136904730,940.18
18/09/2019,-42,THE GOOD GUYS THOMASTOWN AU,975.27
17/09/2019,400,POS 43424400 17 SEP,1017.27
17/09/2019,-55,HAT COMPUTER TECHNOLOG BUNDOORA AU Card xx8833,617.27
17/09/2019,-13.3,POST THOMASTOWN POSTTH THOMASTOWN AU Card xx7776 Value Date: 12/09/2019,672.27
16/09/2019,100,POS 43424400 16 SEP,685.57
15/09/2019,-417.48,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,585.57
15/09/2019,-203,CENTRE COM SUNSHINE AU,1003.05
15/09/2019,-319,CENTRE COM SUNSHINE SUNSHINE AU,1206.05
14/09/2019,110,POS 43424400 14 SEP,1525.05
14/09/2019,-200,Transfer to xx5005 CommBank app Wages,1415.05
14/09/2019,-99,SMP*Centrecom Bundoor Bundoora03 AU,1615.05
14/09/2019,-4.82,International Transaction Fee Value Date: 11/09/2019,1714.05
14/09/2019,-160.61,SEMRUSH.COM HTTPSWWW.SEMR PA US Card xx8833 USD 109.95 Value Date: 11/09/2019,1718.87
13/09/2019,270,POS 43424400 13 SEP,1879.48
13/09/2019,-115.94,Direct Debit 122794 IINET TECHNOLOGI 1925405fef50b35,1609.48
13/09/2019,-5.6,Direct Debit 279234 PAYPAL AUSTRALIA 1006588703304,1725.42
13/09/2019,-80,COSTCO WHOLESALE AUSTR EPPING AU,1731.02
13/09/2019,-199.76,OFFICEWORKS 0315 BUNDOORA AU,1811.02
13/09/2019,1052.88,Transfer From lion pumping Software development fee,2010.78
13/09/2019,500,Transfer From lion pumping Monthly seo lion p,957.9
13/09/2019,-557.67,Aston.Commercial NetBank BPAY 81273 10165207 Rent and Rates,457.9
13/09/2019,-580,Transfer to xx4217 NetBank,1015.57
13/09/2019,-1000,Transfer to xx5005 CommBank app Wages,1595.57
12/09/2019,440,POS 43424400 12 SEP,2595.57
12/09/2019,-72.32,Direct Debit 068616 HOLLARD INSURANC HOLLAR2518328226,2155.57
12/09/2019,-26.14,Direct Debit 279234 PAYPAL AUSTRALIA 1006587716005,2227.89
12/09/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2254.03
11/09/2019,160,POS 43424400 11 SEP,1201.15
11/09/2019,-99.32,Vodafone Australia North Sydney AU Card xx8833 Value Date: 06/09/2019,1041.15
11/09/2019,-69,JB HI FI THOMASTOWN AU Card xx8833 Value Date: 06/09/2019,1140.47
10/09/2019,-4.23,Direct Debit 279234 PAYPAL AUSTRALIA 1006570237987,1209.47
9/09/2019,80,POS 43424400 09 SEP,1213.7
9/09/2019,-300,Transfer to xx5005 NetBank,1133.7
8/09/2019,-214.8,DAN MURPHYS W3073 SOUTH MORANG AU Card xx8833,1433.7
7/09/2019,400,POS 43424400 07 SEP,1648.5
6/09/2019,120,POS 43424400 06 SEP,1248.5
6/09/2019,-51.62,Direct Debit 279234 PAYPAL AUSTRALIA 1006533463270,1128.5
6/09/2019,-52,Direct Debit 279234 PAYPAL AUSTRALIA 1006533529242,1180.12
6/09/2019,-250,Transfer to xx4217 NetBank,1232.12
6/09/2019,70,Transfer from GLENN CROCKER NetBank Glenn,1482.12
5/09/2019,-580,Transfer to xx4217 NetBank,1412.12
5/09/2019,-547.53,EnergyAustralia Pty NetBank BPAY 97410 10035416593204 Electricity Shop,1992.12
5/09/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2539.65
5/09/2019,-70.01,COSTCO WHOLESALE AUSTR EPPING AU,1486.77
5/09/2019,-72.03,COSTCO WHOLESALE AUSTR EPPING AU,1556.78
5/09/2019,-0.89,International Transaction Fee Value Date: 02/09/2019,1628.81
5/09/2019,-29.82,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/09/2019,1629.7
5/09/2019,-104.87,HOLLARD INSURANCE CHATSWOOD AU Card xx7776 Value Date: 02/09/2019,1659.52
4/09/2019,130,POS 43424400 04 SEP,1764.39
4/09/2019,-300,GEM VISA CARD NetBank BPAY 154799 6010732002049206,1634.39
4/09/2019,-1430,Aston.Commercial NetBank BPAY 81273 10165207 Rent and Rates,1934.39
4/09/2019,1052.88,Transfer From Lion Pumping Pty CREDIT TO ACCOUNT,3364.39
3/09/2019,61,POS 43424400 03 SEP,2311.51
3/09/2019,-10.81,Direct Debit 279234 PAYPAL AUSTRALIA 1006509558568,2250.51
3/09/2019,-97,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx4477 Value Date: 29/08/2019,2261.32
2/09/2019,120,POS 43424400 02 SEP,2358.32
2/09/2019,-1.49,Direct Debit 279234 PAYPAL AUSTRALIA 1006498137181,2238.32
2/09/2019,-90,CBA MERCHANT FEE 5353109391629396 Value Date: 31/08/2019,2239.81
31/08/2019,80,POS 43424400 31 AUG,2329.81
31/08/2019,-250,Transfer to xx5005 NetBank,2249.81
30/08/2019,530,POS 43424400 30 AUG,2499.81
30/08/2019,-139.46,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 28/08/2019,1969.81
30/08/2019,-380.97,OPTUS BILLING SERVICES MACQUARIE PAR AU Card xx8833 Value Date: 28/08/2019,2109.27
29/08/2019,-12.99,Direct Debit 279234 PAYPAL AUSTRALIA 1006470181309,2490.24
29/08/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2503.23
29/08/2019,-22.98,PLINE PH LALOR PLAZA LALOR AU Card xx8833 Value Date: 25/08/2019,1450.35
28/08/2019,60,POS 43424400 28 AUG,1473.33
28/08/2019,-149.27,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,1413.33
28/08/2019,-145,SPOTLIGHT 113 MILL PARK AU Tap and Pay xx4477 Value Date: 24/08/2019,1562.6
28/08/2019,-34.95,WOOLWORTHS 3353 HEIDEL HEIDELBERG AU Tap and Pay xx4477 Value Date: 24/08/2019,1707.6
