t_date,t_amount,t_desc,t_balance
06/11/2017,"+180.00","POS  43424400 06 NOV","+639.21"
06/11/2017,"-17.00","Direct Debit 279234 PAYPAL AUSTRALIA 1001959685533","+459.21"
04/11/2017,"+40.00","POS  43424400 04 NOV","+476.21"
03/11/2017,"+170.00","POS  43424400 03 NOV","+436.21"
02/11/2017,"+259.00","POS  43424400 02 NOV","+266.21"
02/11/2017,"-90.00","CBA MERCHANT FEE 5353109391629396 Value Date: 31/10/2017","+7.21"
02/11/2017,"-20.00","Transfer to other Bank NetBank Watchforce","+97.21"
01/11/2017,"+90.00","POS  43424400 01 NOV","+117.21"
01/11/2017,"-14.99","Direct Debit 279234 PAYPAL AUSTRALIA 1001947199676","+27.21"
01/11/2017,"-0.05","Debit Excess Interest","+42.20"
31/10/2017,"+150.00","POS  43424400 31 OCT","+42.25"
31/10/2017,"-10.00","Overdrawing Approval Fee For overdrawing that occurred 30/10/17","-107.75"
30/10/2017,"-138.68","Direct Debit 466856 GIO COMMERCIAL I GPM004106253","-97.75"
28/10/2017,"-623.64","VOLKSWAGEN FINANCIAL NetBank BPAY 44255 2733376","+40.93"
28/10/2017,"+100.00","CASH DEPOSIT CBA ATM  EPPING D       VIC 359904   AUS","+664.57"
28/10/2017,"-15.55","MCDONALDS EPPING EPPING  AU Card xx7792 Value Date: 24/10/2017","+564.57"
